AKUN/DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP)
"612414101/BBM,TOL,PARKIR",28/04/2023,E- TOLL MOBIL DINAS,47000
612403103/RUMAH TANGGA,10/04/2023,"PEMB. GELAS , PIRING & PLASTIK ZIPLOCK",122000
612403103/RUMAH TANGGA,11/04/2023,PEMB. SENDOK PLASTIK,115500
612403103/RUMAH TANGGA,11/04/2023,PEMB. GODIE BAG (KANTONG KERTAS),63000
612403103/RUMAH TANGGA,14/04/2023,PEMB. BATU BATERAI ,40700
612403103/RUMAH TANGGA,15/04/2023,PEMB. SARUNG TANGAN UNTUK UPACARA BENDERA,81000
612403103/RUMAH TANGGA,18/04/2023,PEMB. JAMUAN SATPAM,159700
612403103/RUMAH TANGGA,04/05/2023,PEMB. TEH & GULA ,592500
612403103/RUMAH TANGGA,04/05/2023,PEMB. PLASTIK SAMPAH,100000
612403103/RUMAH TANGGA,13/04/2023,"SPANDUK ""SAFARI RAMADHAN BUKBER BERSAMA DIRUT""",330000
612403103/RUMAH TANGGA,31/03/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,559999
612403103/RUMAH TANGGA,31/03/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,160000
612403103/RUMAH TANGGA,28/04/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,289000
612408101/BY PEM. KANTOR,27/04/2023,PEMB. KRAN UNTUK TOILET LANTAI 1,50000
612408101/BY PEM. KANTOR,27/04/2023,PEMB. NEON 36 WATT UNTUK RUANGAN DOSIR,60000
612412101/BIAYA JAMUAN KANTOR,02/05/2023,JAMUAN INTERNAL,347500
612412101/BIAYA JAMUAN KANTOR,02/05/2023,JAMUAN INTERNAL,579000
612412101/BIAYA JAMUAN KANTOR,02/05/2023,JAMUAN INTERNAL,2237100
612412101/BIAYA JAMUAN KANTOR,27/04/2023,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,04/05/2023,JAMUAN INTERNAL,64000
612201102/PUBLIKASI & DOKUMENTASI,27/04/2023,PEMB. BANNER & STEAROFOAM SIMBOLIS PENYERAHAN THT ,175000
612401102/BEBAN FOTOCOPY,27/04/2023,PEMB. JILID & LAMINATING LAP KEU TJSL & DAFTAR HADIR KARYAWAN,56000
612401102/BEBAN FOTOCOPY,03/05/2023,PEMB. FOTO COPY FORM FPP,50000
612401102/BEBAN FOTOCOPY,04/05/2023,PEMB. JILID & SPIRAL PKS RS. SILOAM,10000
612401102/BEBAN FOTOCOPY,04/05/2023,PEMB. PRINT ALBARTOS SASARAN MUTU PERUSAHAAN,200000
"612403101/TELEPON/INTERNET/FAKSIMILI,AIR,LISTRIK&GAS",02/05/2023,PEMB. ISI ULANG TABUNG GAS 12 KG ,215000
612413102/BEBAN PERAYAAN,13/04/2023,PEMB. CETAK SPANDUK HUT TASPEN KE -60,150000
612413102/BEBAN PERAYAAN,17/04/2023,PEMBL. KUE ULANG TAHUN ,395000
612413102/BEBAN PERAYAAN,17/04/2023,PEMBL. LILIN & KOTAK MAKAN PLASTIK,67000
612413102/BEBAN PERAYAAN,17/04/2023,PEMBL. SNACK BOX ,2246200
612413102/BEBAN PERAYAAN,17/04/2023,PEMBL. UMBUL - UMBUL HUT TASPEN K- 60,390000
"612414101/BBM,TOL,PARKIR",03/05/2023,PEMB. E - TOLL MOBIL DINAS,57000
"612414101/BBM,TOL,PARKIR",03/05/2023,PEMB. E - TOLL MOBIL DINAS  ,7000
"612414101/BBM,TOL,PARKIR",09/05/2023,PEMB. E - TOLL  & PARKIR MOBIL DINAS,31000
"612414101/BBM,TOL,PARKIR",14/04/2023,BBM MOBIL DINAS,200000
"612414101/BBM,TOL,PARKIR",12/05/2023,BBM MOBIL DINAS,500000
"612414101/BBM,TOL,PARKIR",12/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",12/05/2023,BBM MOBIL DINAS,200000
"612414101/BBM,TOL,PARKIR",12/05/2023,BBM MOBIL DINAS,400000
612415103/RETRIBUSI & KEBERSIHAN,13/04/2023,RETRIBUSI KEBERSIHAN RUMAH DINAS UNIT LAYANAN DEPOK BULAN APRIL - JUNI 2023,1140000
612415103/RETRIBUSI & KEBERSIHAN,01/05/2023,RETRIBUSI KEBERSIHAN WILAYAH PERKANTORAN UNIT LAYANAN DEPOK BULAN MEI 2023,150000
612415103/RETRIBUSI & KEBERSIHAN,05/05/2023,RETRIBUSI KEGIATAN SOSIAL WILAYAH KALIBATA ,100000
612408101/BBN PEM KTR,12/05/2023,"PEMB. BUSI, OLI SAMPING & BBM MESIN PEMOTONG RUMPUT",100000
612403103/RUMAH TANGGA,08/05/2023,"PEMB. GELAS, SENDOK & PIRING PLASTIK",230000
612403103/RUMAH TANGGA,09/05/2023,PEMB. LAMPU EMERGENCY DAN KABEL CHARGE LAMPU RUMAH DINAS,629700
612403103/RUMAH TANGGA,15/05/2023,PEMB. GULA TROPICANA SLIM,50400
612403103/RUMAH TANGGA,09/05/2023,PEMB. SPANDUK KEGIATAN,200000
612412101/BIAYA JAMUAN KANTOR,08/05/2023,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,09/05/2023,JAMUAN INTERNAL,65000
612412101/BIAYA JAMUAN KANTOR,13/05/2023,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,14/05/2023,JAMUAN INTERNAL,50000
612401102/BEBAN FOTOCOPY,08/05/2023,PEMB. FOTO COPY FPP,100000
612401102/BEBAN FOTOCOPY,08/05/2023,PEMB. JILID & LAMINATING LAPORAN NERACA SALDO KC BOGOR & UNIT LAYANAN DEPOK,56000
612401102/BEBAN FOTOCOPY,09/05/2023,PEMB. PRINT WARNA PKS SIM GAJI KOTA SUKABUMI,26000
612401102/BEBAN FOTOCOPY,15/05/2023,PEMB. JILID & LAMINATING REKAP ABSENSI KARYAWAN BULAN MEI 2023,17000
612413102/BEBAN PERAYAAN,05/05/2023,JAMUAN INTERNAL (PELEPASAN KARYAWAN PURNA BAKTI),525000
"612414101/BBM,TOL,PARKIR",22/05/2023,PEMB. E-TOLL MOBIL DINAS  ,14000
"612414101/BBM,TOL,PARKIR",23/05/2023,PEMB. E-TOLL MOBIL DINAS  ,14000
"612414101/BBM,TOL,PARKIR",24/05/2023,PEMB. E-TOLL MOBIL DINAS,73000
"612414101/BBM,TOL,PARKIR",16/05/2023,BBM MOBIL DINAS,550000
"612414101/BBM,TOL,PARKIR",22/05/2023,BBM MOBIL DINAS,250000
"612414101/BBM,TOL,PARKIR",23/05/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",23/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",24/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",24/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",26/05/2023,BBM MOBIL DINAS ,400000
"612414101/BBM,TOL,PARKIR",27/05/2023,BBM MOTOR DINAS,25000
"612414101/BBM,TOL,PARKIR",29/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",29/05/2023,BBM MOTOR DINAS ,30000
"612414101/BBM,TOL,PARKIR",30/05/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",30/05/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",30/05/2023,BBM MOBIL DINAS,500000
612401102/BEBAN FOTOCOPY,16/05/2023,PRINT FLYER INFORMASI TASPEN,10000
612401102/BEBAN FOTOCOPY,16/05/2023,"JILID & LAMINATING LAP.BINA LINGKUNGAN, PKS, LAPORAN AUDIT AMI ",74000
612401102/BEBAN FOTOCOPY,23/05/2023,"PRINT POSTER PENGUMUMAN ""PENGAJUAN KLAIM MELALUI DIGITAL KLAIM""",9000
612403103/RUMAH TANGGA,30/04/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,240000
612403103/RUMAH TANGGA,19/05/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,306000
612403103/RUMAH TANGGA,22/05/2023,PEMB. LUGGAGE TAG KEGIATAN SOFT COMPETENCY,160800
612403103/RUMAH TANGGA,24/05/2023,PEMB. STIKER UNTUK GANTUNGAN KOPER KEG.SOFT COMPETENCY,55000
612408102/BIAYA PEM RMH DINAS,19/05/2023,PEMB. LAMPU 24W UNTUK DI RUMAH DINAS,86000
612201102/PUBLIKASI & DOKUMENTASI,19/05/2023,PEMB.  BANNER & STEAROFOAM DANA BINA LINGKUNGAN,35000
612201102/PUBLIKASI & DOKUMENTASI,22/05/2023,PEMB. BANNER & STEAROFOAM DANA BINA LINGKUNGAN,35000
612412101/BIAYA JAMUAN KANTOR,17/05/2023,JAMUAN INTERNAL ,650000
612412101/BIAYA JAMUAN KANTOR,18/05/2023,JAMUAN INTERNAL ,50000
612412101/BIAYA JAMUAN KANTOR,20/05/2023,JAMUAN INTERNAL ,190000
612412101/BIAYA JAMUAN KANTOR,20/05/2023,JAMUAN INTERNAL ,30000
612412101/BIAYA JAMUAN KANTOR,20/05/2023,JAMUAN INTERNAL ,97999
612412101/BIAYA JAMUAN KANTOR,20/05/2023,JAMUAN INTERNAL ,150000
612412101/BIAYA JAMUAN KANTOR,23/05/2023,JAMUAN EKSTERNAL,157000
612412101/BIAYA JAMUAN KANTOR,23/05/2023,JAMUAN EKSTERNAL,106000
612412101/BIAYA JAMUAN KANTOR,23/05/2023,JAMUAN EKSTERNAL,102000
612412101/BIAYA JAMUAN KANTOR,24/05/2023,JAMUAN EKSTERNAL,94100
612412101/BIAYA JAMUAN KANTOR,24/05/2023,JAMUAN EKSTERNAL,38000
612412101/BIAYA JAMUAN KANTOR,24/05/2023,JAMUAN EKSTERNAL,282500
612412101/BIAYA JAMUAN KANTOR,24/05/2023,JAMUAN EKSTERNAL,459000
612412101/BIAYA JAMUAN KANTOR,25/05/2023,JAMUAN EKSTERNAL,187000
612412101/BIAYA JAMUAN KANTOR,25/05/2023,JAMUAN EKSTERNAL,222000
612412101/BIAYA JAMUAN KANTOR,25/05/2023,JAMUAN EKSTERNAL,405009
612203106/BIAYA LAYANAN PESERTA,05/05/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),200000
612203106/BIAYA LAYANAN PESERTA,23/05/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),149500
"612403101/TELPON,INTERNET,FASIMILI",16/05/2023,PEMB. TOKEN LISTRIK RUMAH DINAS UNIT LAYANAN DEPOK,100000
612408104/BY PEMEL. INVENTARIS KANTOR,11/05/2023,PEMB.SD CARD CAMERA CANON,260000
612408104/BY PEMEL. INVENTARIS KANTOR,20/05/2023,PEMB. BAUT UNTUK MEJA CUBICLE ,11500
612408101/BBN PEM KTR,09/05/2023,"PEMB. KASA NODROP,AQUAPROOF,KUAS 2 1/2 UNTUK TEMBOK AULA UNIT LAY.DEPOK",95000
"612414101/BBM,TOL,PARKIR",05/06/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",06/06/2023,BBM MOBIL DINAS,500000
"612414101/BBM,TOL,PARKIR",07/06/2023,BBM MOBIL DINAS,300000
612401102/BEBAN FOTOCOPY,29/05/2023,"PRINT A3 ""PENGUMUMAN PEMBAYARAN PENSIUN KE-13""",5000
612401102/BEBAN FOTOCOPY,06/06/2023,PMBY. JILID & LAMINATING LAPORAN KEU. BULAN MEI 2023 KC BOGOR & DEPOK,56000
612403103/RUMAH TANGGA,30/05/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,306000
612403103/RUMAH TANGGA,31/05/2023,PEMB. BENDERA MERAH PUTIH , 
612403103/RUMAH TANGGA,06/06/2023,PEMB. REFILL TINTA STEMPEL LUNAS,24000
612403103/RUMAH TANGGA,01/06/2023,PEMB. UMBUL-UMBUL HUT KOTA BOGOR ,288000
612415103/RETRIBUSI & KEBERSIHAN,29/05/2023,RETRIBUSI KEBERSIHAN RUMAH DINAS KC BOGOR ,350000
612415103/RETRIBUSI & KEBERSIHAN,29/05/2023,RETRIBUSI KEBERSIHAN RUMAH DINAS KC BOGOR,350000
612415103/RETRIBUSI & KEBERSIHAN,30/05/2023,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN MEI 2023,300000
612412101/BIAYA JAMUAN KANTOR,26/05/2023,JAMUAN INTERNAL ,106000
612412101/BIAYA JAMUAN KANTOR,01/06/2023,JAMUAN INTERNAL ,70000
612412101/BIAYA JAMUAN KANTOR,01/06/2023,JAMUAN INTERNAL ,1778400
612412101/BIAYA JAMUAN KANTOR,01/06/2023,JAMUAN INTERNAL ,293500
612412101/BIAYA JAMUAN KANTOR,02/06/2023,JAMUAN INTERNAL ,50100
612412101/BIAYA JAMUAN KANTOR,02/06/2023,JAMUAN INTERNAL ,64000
612203106/BIAYA LAYANAN PESERTA,05/06/2023,PEMB. JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),170000
612408103/BBN PEM KNDRAAN,06/06/2023,PEMB. ACCU KENDARAAN DINAS ,1906000
612413102/PERAYAAN,02/06/2023,KARANGAN BUNGA SUKA CITA HARI JADI KOTA BOGOR KR-541,500000
612413102/PERAYAAN,02/06/2023,KARANGAN BUNGA SUKA CITA HARI JADI KAB. BOGOR KR-541,500000
612412101/BIAYA JAMUAN KANTOR,08/06/2023,JAMUAN INTERNAL,114000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN INTERNAL,520000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN EKSTERNAL,255000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN INTERNAL,25000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN INTERNAL,20000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN EKSTERNAL,90000
612412101/BIAYA JAMUAN KANTOR,09/06/2023,JAMUAN EKSTERNAL,114000
612412101/BIAYA JAMUAN KANTOR,12/06/2023,JAMUAN INTERNAL,17000
612412101/BIAYA JAMUAN KANTOR,14/06/2023,JAMUAN INTERNAL,300000
612403103/RUMAH TANGGA,07/06/2023,PEMB. KAIN BACKDROP (INVENTARIS NON ASSET),641250
612403103/RUMAH TANGGA,12/06/2023,PEMB. GULA PASIR & TEH ,208000
612403103/RUMAH TANGGA,13/06/2023,PEMB. PLASTIK SAMPAH,112500
612403103/RUMAH TANGGA,14/06/2023,PEMB. GULA TROPICAL,50400
612403103/RUMAH TANGGA,14/06/2023,PEMB. CUP KERTAS,170000
612403103/RUMAH TANGGA,15/06/2023,PEMB. BANNER KEGIATAN HUT PERPENTAS,300000
612403103/RUMAH TANGGA,09/06/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,272000
612403103/RUMAH TANGGA,16/06/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,306000
612415103/RETRIBUSI & KEBERSIHAN,05/06/2023,RETRIBUSI KEGIATAN SOSIAL WILAYAH KALIBATA BULAN JUNI 2023,100000
612401102/BEBAN FOTOCOPY,14/06/2023,PEMB. JILID & LAMINATING LAPORAN KEU.TJSL & REKAP KARYAWAN,32000
"612414101/BBM,TOL,PARKIR",08/06/2023,PEMB. E-TOLL KENDARAAN DINAS  ,25000
"612414101/BBM,TOL,PARKIR",08/06/2023,PEMB. E-TOLL & PARKIR KENDARAAN DINAS ,49000
"612414101/BBM,TOL,PARKIR",23/06/2023,PEMB. E-TOLL KENDARAAN DINAS  ,14000
"612414101/BBM,TOL,PARKIR",23/06/2023,PEMB. E-TOLL KENDARAAN DINAS  ,56500
"612414101/BBM,TOL,PARKIR",25/06/2023,PEMB. E-TOLL & PARKIR KENDARAAN DINAS  ,39000
"612414101/BBM,TOL,PARKIR",28/06/2023,PEMB. E-TOLL KENDARAAN DINAS  ,30500
"612414101/BBM,TOL,PARKIR",08/06/2023,BBM MOBIL DINAS ,333795
"612414101/BBM,TOL,PARKIR",16/06/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",16/06/2023,BBM MOBIL DINAS ,400000
"612414101/BBM,TOL,PARKIR",22/06/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",23/06/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",23/06/2023,BBM MOBIL DINAS ,300000
"612414101/BBM,TOL,PARKIR",23/06/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",26/06/2023,BBM MOTOR DINAS,43697
"612414101/BBM,TOL,PARKIR",27/06/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",27/06/2023,BBM MOBIL DINAS ,400000
612413102/BEBAN PERAYAAN,25/06/2023,PEMB. KAOS ACARA THM AKHLAK CULTURE JOURNEY TGL 27/06/2023,1594000
612413102/BEBAN PERAYAAN,27/06/2023,PEMB. BANNER ACARA THM AKHLAK CULTURE JOURNEY TGL 27/06/2023,70000
612401102/BEBAN FOTOCOPY,03/07/2023,JILID & LAMINATING LAPORAN KEUANGAN TJSL BULAN JUNI 2023,16000
612412101/BIAYA JAMUAN KANTOR,26/06/2023,JAMUAN INTERNAL,611000
612403103/RUMAH TANGGA,27/06/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,238000
612403103/RUMAH TANGGA,07/06/2023,PEMB. KAIN BACKDROP (INVENTARIS NON ASSET),351000
612403103/RUMAH TANGGA,07/06/2023,PEMB. KAIN BACKDROP (INVENTARIS NON ASSET),641250
612415103/RETRIBUSI & KEBERSIHAN,27/06/2023,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN JUNI 2023,300000
612408104/BYA PEM INV KTR,21/06/2023,PEMB. KLEM SELANG & TESPEN UNTUK PIPA SUMUR KANTOR,98000
612408101/BBN PEM KTR,22/06/2023,PEMB. SEMEN & SENDOK SEMEN UNTUK PERBAIKAN ATAP LANTAI 1 BOCOR,48000
612203106/BIAYA LAYANAN PESERTA,23/06/2023,PEMB. JAMUAN LAYANAN PESERTA (AIR MINERAL),210000
612203106/BIAYA LAYANAN PESERTA,28/06/2023,PEMB. JAMUAN LAYANAN PESERTA (AIR MINERAL),40000
612203106/BIAYA LAYANAN PESERTA,05/07/2023,PEMB. JAMUAN LAYANAN PESERTA (PERMEN),90000
612203106/BIAYA LAYANAN PESERTA,05/07/2023,PEMB. JAMUAN LAYANAN PESERTA (MAKANAN RINGAN),150000
612203106/BIAYA LAYANAN PESERTA,05/07/2023,PEMB. JAMUAN LAYANAN PESERTA (MAKANAN RINGAN),35000
612412101/BIAYA JAMUAN KANTOR,15/06/2023,"PEMB. SEMBAKO (MINYAK, GULA & KOPI)",3149124
612412101/BIAYA JAMUAN KANTOR,15/06/2023,PEMB. KUE KALENG ,2462400
612412101/BIAYA JAMUAN KANTOR,17/06/2023,PEMB. SNACK BOX,775000
612412101/BIAYA JAMUAN KANTOR,17/06/2023,PEMB. JAMUAN MAKAN SIANG,1500000
612403103/RUMAH TANGGA,15/06/2023,PEMB. KANTONG SPUNDBOND,161000
612403103/RUMAH TANGGA,17/06/2023,PEMB. KANTONG PLASTIK,15000
612202101/BEBAN REPRESENTASI,05/07/2023,PEMBAYARAN UANG TRANSPORT,2700000
"612414101/BBM,TOL,PARKIR",08/07/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",03/07/2023,E-TOLL KENDARAAN DINAS  ,169000
612408101/BBN PEM KTR,05/07/2023,"PEMB.ENGSEL, SELOT & BAUT CLOSET AULA LANTAI 3",31000
612403103/RUMAH TANGGA,05/07/2023,"PEMB. STEMPEL OTOMATIS ""MENGETAHUI "" ",60000
612403103/RUMAH TANGGA,10/07/2023,PEMB. TINTA STEMPEL PAD BIRU ,45000
612403103/RUMAH TANGGA,06/07/2023,PEMB. GALON AIR MINUM KARYAWAN,255000
612412101/BIAYA JAMUAN KANTOR,26/06/2023,JAMUAN INTERNAL ,30000
612412101/BIAYA JAMUAN KANTOR,27/06/2023,JAMUAN INTERNAL ,346000
612412101/BIAYA JAMUAN KANTOR,28/06/2023,JAMUAN EKSTERNAL,1413000
612412101/BIAYA JAMUAN KANTOR,28/06/2023,JAMUAN EKSTERNAL,723000
612412101/BIAYA JAMUAN KANTOR,28/06/2023,JAMUAN EKSTERNAL,23000
612412101/BIAYA JAMUAN KANTOR,05/07/2023,JAMUAN INTERNAL ,64000
612412101/BIAYA JAMUAN KANTOR,05/07/2023,JAMUAN INTERNAL ,45000
612415103/RETRIBUSI & KEBERSIHAN,05/07/2023,RETRIBUSI KEGIATAN SOSIAL WILAYAH KALIBATA BULAN JULI 2023,300000
"612414101/BBM,TOL,PARKIR",11/07/2023,BBM MOBIL DINAS,400000
612403103/RUMAH TANGGA,10/07/2023,PEMB. BALON PROPERTI VIDEO UCAPAN,39000
612403103/RUMAH TANGGA,10/07/2023,PEMB. BALON PROPERTI VIDEO UCAPAN,50000
612403103/RUMAH TANGGA,10/07/2023,PEMB. POMPA BALON PROPERTI VIDEO UCAPAN,24000
612403103/RUMAH TANGGA,10/07/2023,PEMB. BALON PROPERTI VIDEO UCAPAN,2500
612403103/RUMAH TANGGA,13/07/2023,PEMB. BATU BATERAI,79000
612412101/BIAYA JAMUAN KANTOR,07/07/2023,JAMUAN INTERNAL,213000
612412101/BIAYA JAMUAN KANTOR,07/07/2023,JAMUAN INTERNAL,30000
612415103/RETRIBUSI & KEBERSIHAN,12/07/2023,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN JULI 2023,300000
"612414101/BBM,TOL,PARKIR",17/07/2023,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",17/07/2023,BBM MOBIL DINAS ,400000
"612414101/BBM,TOL,PARKIR",17/07/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",17/07/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",17/07/2023,BBM MOBIL DINAS,400000
612403103/RUMAH TANGGA,13/07/2023,PEMB. GULA TROPICANASLIM,50400
612403103/RUMAH TANGGA,17/07/2023,PEMB. GULA PASIR & KOPI,409000
612403103/RUMAH TANGGA,17/07/2023,PEMB. PLASTIK SAMPAH ,75000
612403103/RUMAH TANGGA,14/07/2023,PEMB. GALON AIR MINUM KARYAWAN,136000
612408101/BBN PEM KTR,17/07/2023,PEMB. CAIRAN OBAT-OBATAN KEBERSIHAN,1598700
612408101/BBN PEM KTR,17/07/2023,PEMB. CAIRAN PEMBERSIH LANTAI & CAIRAN PENCUCI TANGAN,280000
612408101/BBN PEM KTR,17/07/2023,PEMB.ALAT-ALAT KEBERSIHAN,215000
612408101/BBN PEM KTR,17/07/2023,PEMB. PENGHARUM RUANGAN ,317000
"612414101/BBM,TOL,PARKIR",16/07/2023,BBM MOBIL DINAS,500000
"612414101/BBM,TOL,PARKIR",18/07/2023,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",23/07/2023,BBM MOBIL DINAS,380000
"612414101/BBM,TOL,PARKIR",24/07/2023,BBM MOTOR DINAS,40000
612412101/BIAYA JAMUAN KANTOR,14/07/2023,JAMUAN INTERNAL,850000
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL (AIR MINERAL),73000
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL,213614
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL,410000
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL,42000
612412101/BIAYA JAMUAN KANTOR,18/07/2023,JAMUAN INTERNAL,814000
612412101/BIAYA JAMUAN KANTOR,20/07/2023,JAMUAN INTERNAL,195998
612412101/BIAYA JAMUAN KANTOR,20/07/2023,JAMUAN INTERNAL,30000
612412101/BIAYA JAMUAN KANTOR,25/07/2023,JAMUAN INTERNAL,130000
612403103/RUMAH TANGGA,21/07/2023,PEMB. PIRING & GELAS KERTAS,227000
612403103/RUMAH TANGGA,24/07/2023,PEMB. BINGKAI (UNTUK PIAGAM PENGHARGAAN DARI WALI KOTA BOGOR),60000
612403103/RUMAH TANGGA,18/07/2023,PEMB. SPANDUK SELAMAT DATANG,90000
612203106/BIAYA LAYANAN PESERTA,21/07/2023,JAMUAN PESERTA LAYANAN (AIR MINERAL GELAS),42000
612203106/BIAYA LAYANAN PESERTA,21/07/2023,JAMUAN PESERTA LAYANAN (AIR MINERAL GELAS),210000
612203106/BIAYA LAYANAN PESERTA,21/07/2023,JAMUAN PESERTA LAYANAN (PERMEN),90000
612203106/BIAYA LAYANAN PESERTA,21/07/2023,JAMUAN PESERTA LAYANAN (MAKANAN RINGAN),152500
612401102/BEBAN FOTOCOPY,18/07/2023,PEMBY. JILID & LAMINATING LAPORAN KEU. TJSL & REKAP KEHADIRAN KARYAWAN,53000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,26/07/2023,PEMBY. PAJAK REKLAME KC BOGOR TAHUN 2023,3940626
612201102/BIAYA PUBLIKASI & DOKUMENTASI,26/07/2023,BY ADMINISTRASI BANK,2500
"612414101/BBM,TOL,PARKIR",31/07/2023,BBM MOBIL DINAS,500000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,108000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,159000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,489995
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,106000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,260000
612403103/RUMAH TANGGA,26/07/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,238000
612403103/RUMAH TANGGA,31/07/2023,PEMB. STEMPEL LOGO TASPEN ,60000
612403103/RUMAH TANGGA,26/07/2023,PEMB. LAUNDRY KARPET,66864
612403102/LANGGANAN MEDIA CETAK/ELEKTR,01/08/2023,PMBY. KORAN LANGGANAN MEDIA CETAK UNTUK R.LAYANAN BULAN JULI 2023,190000
"612414101/BBM,TOL,PARKIR",31/07/2023,BBM MOBIL DINAS,500000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,108000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,159000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,489995
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,106000
612412101/BIAYA JAMUAN KANTOR,26/07/2023,JAMUAN EKSTERNAL ,260000
612403103/RUMAH TANGGA,26/07/2023,PEMB. AQUA GALON AIR MINUM KARYAWAN,238000
612403103/RUMAH TANGGA,31/07/2023,PEMB. STEMPEL LOGO TASPEN ,60000
612403103/RUMAH TANGGA,26/07/2023,PEMB. LAUNDRY KARPET,66864
612403102/LANGGANAN MEDIA CETAK/ELEKTR,01/08/2023,PMBY. KORAN LANGGANAN MEDIA CETAK UNTUK R.LAYANAN BULAN JULI 2023,190000
"612414101/BBM,TOL,PARKIR",31/07/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",03/08/2023,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",07/08/2023,BBM MOTOR DINAS,30000
612412101/BIAYA JAMUAN KANTOR,02/08/2023,JAMUAN INTERNAL ,45000
612412101/BIAYA JAMUAN KANTOR,03/08/2023,JAMUAN EKSTERNAL,150000
612412101/BIAYA JAMUAN KANTOR,03/08/2023,JAMUAN EKSTERNAL,356498
612408101/BBN PEM KTR,01/08/2023,PEMB. LAMPU BOHLAM & TISSUE HOLDER,292700
